text,Sentiments
"4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift",1
"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://t.co/ctBrbIFt",2
It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333,1
Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...,0
Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews,2
"When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself.",2
AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://t.co/7yoVkmMX,2
We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr,1
@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7,2
@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals,2
Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.,1
@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.,0
New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/yK9VTjcs,2
C'mon c'mon does sound like Queen's we will rock you somehow...,2
Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://t.co/6Az8JiIz,2
@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...,2
My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear,1
Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA,0
@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend,0
"OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^",0
"Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr",1
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.,1
Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?,2
"Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://t.co/3j3QiL3j",2
The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://t.co/1RYso3ZZ,1
"HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://t.co/hbdrQP3P",2
HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.,2
"Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes",1
Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards,1
"Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend- SNL",2
Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://t.co/F0Kb0gqD,2
Cofield draws leadoff walk in top 4th. Zaharion at the plate.,2
"@BieberGomezTour aww my celebrity day is this thursday also, going as Jennifer Hudson though :)",2
Sat down to watch Michael Jackson this is it on DVD xx,2
"On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://t.co/qFvON8Uj",2
"Text from my dad: ""you like Charles Dickens"" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!",1
Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.,0
really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick,0
"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons",2
Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-),1
"Negros and nigglettes, all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25",2
"Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx",1
% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny,2
@MeganWitmer that's crazy. I'm more jealous of u going to Joe Pa's grave! I was sad Saturday when I walked past where the statue should be:(,0
"Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb",1
@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley,2
@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.,2
Happy Valentine's Day!!! @MAziing: Everyday is the 14th!,1
@xBecx92 it may be Indian time tonite Becky :-) xx,2
Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious,1
@sumeetkulkarni Season ends with Superbowl in first week of February.,2
@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?,2
Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird,2
"As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself",0
"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights...... I get payed tomorrow!",2
"Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow, shout outs to WVU... http://t.co/d76r8YZH",2
"I posted 12 photos on Facebook in the album ""Super Sunday wid Shobhit Bhatia......"" http://t.co/9DYtiAxO",2
"I been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky.",2
"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ... http://t.co/NPMjK8UC",2
"Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD",1
"You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned... http://t.co/NItJIA5v",2
Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday.  Think this will come up as a topic?,2
@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.,2
@kdbowe But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.,2
@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I'm going to quarantine myself today,2
iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er... http://t.co/7dzvgXNz,2
"Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://t.co/HNgb7Qn3",2
"Drew Peterson may be convicted, but there is still conflict going on http://t.co/lmqKV7XZ #whenwillitend #localnews #chicago",2
@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.,2
"With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.",0
"Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE",0
I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I'm SUPER excited! Check it out: https://t.co/jvmZcqBa,1
@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!,0
"Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA",1
@TeamStradley mines personal thinking Tebow is better then Flacco. I don't care how bad he played Sunday,1
@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.,1
@politicalwire I'm still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.,0
"the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G",0
Wish I could make that trip to Athens on Tuesday @iCaptainMorgan,1
"Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...",2
Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng,2
I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!,2
Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday,2
@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.,2
"Fabio Capello: ""From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow"". #cantwait",1
@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.,2
"Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&T Center, Oklahoma Ci... http://t.co/NNjbPSWk",0
"@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow",2
@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx,1
I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme,0
"Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.",2
"Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll LOVE next Tuesday's Tr http://t.co/af9hu4pU",1
Channing tatum will be in white oak tomorrow...for all you stalkers out there,2
@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle,2
#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe,2
@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I'd watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley,1
Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. #priorities,0
Of course it's Aston Villa.  Played them off the park on Saturday.  Bring it on!,2
